"tract","Name","Employment_Rate_rP_gP_p75"
24510070200,"Madison - Eastend, Baltimore, MD",0.7556
24029950500,"Rock Hall, MD",0.7553
24005491100,"Baltimore, MD",0.7539
24510090800,"East Baltimore Midway, Baltimore, MD",0.7536
24510250500,"Curtis Bay, Baltimore, MD",0.7532
24510200800,"Irvington, Baltimore, MD",0.7529
24510260700,"Fifteenth Street, Baltimore, MD",0.7527
24510250103,"Violetville, Baltimore, MD",0.7526
24510130700,"Hampden, Baltimore, MD",0.7523
24510030200,"Little Italy, Baltimore, MD",0.7517
24005421200,"Dundalk, MD",0.7506
24510180300,"Hollins Market, Baltimore, MD",0.7491
24003750102,"Baltimore, MD",0.7487
24510170200,"McCulloh Homes, Baltimore, MD",0.7483
24510060200,"Baltimore, MD",0.7481
24003750203,"Baltimore, MD",0.7427
24510210200,"Pigtown, Baltimore, MD",0.7423
24510271900,"Glen, Baltimore, MD",0.7394
24005451500,"Middle River, MD",0.7389
24510271700,"Central Park Heights, Baltimore, MD",0.7389
24031701702,"Takoma Park, MD",0.7375
24510160700,"Rosemont, Baltimore, MD",0.7365
24031702401,"Silver Spring, MD",0.7363
24510250205,"Lakeland, Baltimore, MD",0.7362
24510270804,"Lake Walker, Baltimore, MD",0.7354
24510250303,"Morrell Park, Baltimore, MD",0.7354
24510272004,"Cheswolde, Baltimore, MD",0.7338
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",0.7336
24510200200,"Lexington, Baltimore, MD",0.7327
24510080301,"Berea, Baltimore, MD",0.7326
24510060100,"Patterson Park, Baltimore, MD",0.7316
24510260303,"Claremont - Freedom, Baltimore, MD",0.7311
24510180200,"Poppleton, Baltimore, MD",0.7303
24005492300,"Essex, MD",0.7284
24510151300,"Central Park Heights, Baltimore, MD",0.7277
24031703208,"Silver Spring, MD",0.7273
24510130200,"Reservoir Hill, Baltimore, MD",0.7197
24510271102,"Mid-Charles, Baltimore, MD",0.7178
24510150100,"Sandtown-Winchester, Baltimore, MD",0.7162
24510271101,"Radnor - Winston, Baltimore, MD",0.7157
24033805906,"Adelphi, MD",0.7136
24510060400,"Baltimore, MD",0.7107
24510200600,"Baltimore, MD",0.7098
24510260401,"Armistead Gardens, Baltimore, MD",0.7088
24510130804,"Hampden, Baltimore, MD",0.7063
24005420303,"Dundalk, MD",0.7055
24510160200,"Sandtown-Winchester, Baltimore, MD",0.7046
24005403702,"Pikesville, MD",0.7045
24031701900,"Takoma Park, MD",0.7012
24510150300,"Coppin Heights, Baltimore, MD",0.7
24510120700,"Remington, Baltimore, MD",0.6978
24005421300,"Dundalk, MD",0.6953
24031702402,"Silver Spring, MD",0.6949
24510200300,"Bentalou-Smallwood, Baltimore, MD",0.6946
24510272005,"Cross Country, Baltimore, MD",0.6879
24510080800,"Broadway East, Baltimore, MD",0.6874
24510272003,"Baltimore, MD",0.6856
24510210100,"Pigtown, Baltimore, MD",0.685
24510070400,"Gay Street, Baltimore, MD",0.6834
24510120600,"Old Goucher, Baltimore, MD",0.6804
24510160100,"Harlem Park, Baltimore, MD",0.6732
24510020200,"Upper Fells Point, Baltimore, MD",0.6729
24510100200,"Baltimore, MD",0.6669
24510272006,"Glen, Baltimore, MD",0.6667
24510260604,"O'Donnell Heights, Baltimore, MD",0.6652
24510140200,"Upton, Baltimore, MD",0.6629
24510260404,"Baltimore Highlands, Baltimore, MD",0.6608
24510230100,"Baltimore, MD",0.6461
24510272007,"Fallstaff, Baltimore, MD",0.6424
24510200500,"Mill Hill, Baltimore, MD",0.6394
24510240300,"Riverside, Baltimore, MD",0.6289
24510140300,"Druid Heights, Baltimore, MD",0.6122
24510110100,"Downtown, Baltimore, MD",0.5993
24510190200,"Pratt Monroe, Baltimore, MD",0.5969
24510130100,"Reservoir Hill, Baltimore, MD",0.5828
24005492500,"Baltimore, MD",
24005490605,"Towson, MD",
24510250600,"Brooklyn, Baltimore, MD",
24005980200,"Lansdowne - Baltimore Highlands, Halethorpe, MD",
24510100300,"Penn - Fallsway, Baltimore, MD",
24003740400,"Jessup, MD",
24003980000,"Linthicum Heights, MD",
